SongVidTitle,ViewCount,CurrentPosition,WeekStartDate,YtChannel
Cardi B - Bodak Yellow [OFFICIAL MUSIC VIDEO],15293431,1,20170928,Cardi B
Taylor Swift - Look What You Made Me Do,9149789,2,20170928,Taylor Swift
Gucci Mane - I Get The Bag feat. Migos [Official Music Video],8435654,3,20170928,Gucci Mane
Yo Gotti - Rake It Up ft. Nicki Minaj,7885072,4,20170928,Yo Gotti
Danielle Bregoli is BHAD BHABIE “Hi Bich / Whachu Know” (Official Music Video),7280244,5,20170928,Bhad Bhabie
"Logic - 1-800-273-8255 ft. Alessia Cara, Khalid (Official Video)",7021416,6,20170928,Logic
Bank Account,5668790,7,20170928,21 Savage
French Montana - Unforgettable ft. Swae Lee,5429152,8,20170928,French Montana
Luis Fonsi - Despacito ft. Daddy Yankee,5079659,9,20170928,Luis Fonsi
"J Balvin, Willy William - Mi Gente (Official Video)",4906046,10,20170928,J Balvin
Logic - 1-800-273-8255 ft. Alessia Cara & Khalid (Official Audio),4694705,11,20170928,Visionary Music Group
TAY-K x THE RACE #FREETAYK,4683641,12,20170928,ALL BUT 6
Sam Smith - Too Good At Goodbyes,4662597,13,20170928,SAM SMITH
Kodak Black - Transportin’ [Official Music Video],4583941,14,20170928,Kodak Black
"Lil Pump - ""Gucci Gang"" (Official Audio)",4579977,15,20170928,Lil Pump
Khalid - Young Dumb & Broke (Official Video),4535016,16,20170928,Khalid
"YBN Nahmir ""Rubbin Off The Paint"" (Prod. by Izak) (WSHH Exclusive - Official Music Video)",4507514,17,20170928,WORLDSTARHIPHOP
Lil Uzi Vert - XO Tour Llif3 (Official Music Video),4268255,18,20170928,LIL UZI VERT
"DJ Khaled - Wild Thoughts (Official Video) ft. Rihanna, Bryson Tiller",4214963,19,20170928,DJ Khaled
Post Malone - Congratulations ft. Quavo,4185113,20,20170928,Post Malone
"DJ Khaled - I'm The One ft. Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",4029315,21,20170928,DJ Khaled
SZA - The Weekend (Official Audio),4006607,22,20170928,SZA
Bruno Mars - That’s What I Like [Official Music Video],3910734,23,20170928,Bruno Mars
"Danielle Bregoli is BHAD BHABIE - ""These Heaux"" (Official Music VIdeo)",3447359,24,20170928,Bhad Bhabie
Luke Combs - When It Rains It Pours,3352286,25,20170928,Luke Combs
Ayo & Teo - Rolex (Official Video),3320007,26,20170928,Ayo & Teo
Demi Lovato - Sorry Not Sorry (Official Video),3310291,27,20170928,Demi Lovato
Pills & Automobiles (Official Video),3199276,28,20170928,Chris Brown
Kendrick Lamar - HUMBLE.,3020208,29,20170928,Kendrick Lamar
Justin Bieber – Despacito (Lyrics) 🎤 ft. Luis Fonsi & Daddy Yankee [Pop],2977940,30,20170928,Taz Network
Kane Brown - What Ifs ft. Lauren Alaina,2969731,31,20170928,Kane Brown
Dua Lipa - New Rules (Official Music Video),2951904,32,20170928,Dua Lipa
Khalid - Location (Official Video),2927627,33,20170928,Khalid
Migos - Slippery feat. Gucci Mane [Official Video],2916087,34,20170928,Migos ATL
Ed Sheeran - Shape of You (Official Music Video),2898750,35,20170928,Ed Sheeran
Migos - Bad and Boujee ft Lil Uzi Vert [Official Video],2889589,36,20170928,Migos ATL
Brett Young - In Case You Didn't Know (Official Music Video),2783109,37,20170928,Brett Young
ZAYN - Dusk Till Dawn (Official Video) ft. Sia,2757446,38,20170928,zayn
YoungBoy Never Broke Again - No Smoke [Official Music Video],2742163,39,20170928,YoungBoy Never Broke Again
"Farruko, Bad Bunny, Rvssian - Krippy Kush (Official Video)",2717935,40,20170928,Farru
FULL SONG: The Fall Of Jake Paul (Official Video) FEAT. Why Don't We,2700634,41,20170928,Logan Paul
Katy Perry - Swish Swish (Official) ft. Nicki Minaj,2590698,42,20170928,Katy Perry
Wisin - Escápate Conmigo (Official Video) ft. Ozuna,2513020,43,20170928,Wisin
Maluma - Felices los 4 (Official Video),2512146,44,20170928,Maluma
Logan Paul - Help Me Help You ft. Why Don't We [Official Video],2486949,45,20170928,TheOfficialLoganPaul
"Becky G, Bad Bunny - Mayores (Official Video)",2475021,46,20170928,Becky G
Get Your Cape On! Official Music Video Ft. Megan Nicole | DC Super Hero Girls,2464952,47,20170928,DC Super Hero Girls
Noah Cyrus - Again (Official Music Video) ft. XXXTENTACION,2461228,48,20170928,Noah Cyrus
Natti Natasha ❌ Ozuna - Criminal [Official Video],2398307,50,20170928,NATTI NATASHA 
Calibre 50 - Corrido De Juanito,2385277,51,20170928,Calibre50
BTS (방탄소년단) 'DNA' Official MV,2307105,52,20170928,HYBE LABELS
Imagine Dragons - Thunder,2303014,53,20170928,ImagineDragons
Charlie Puth - Attention [Official Video],2285574,54,20170928,Charlie Puth
Malu Trevejo - Luna Llena (Official Video),2247712,55,20170928,Malu Trevejo
YoungBoy Never Broke Again - Untouchable [Official Music Video],2247634,56,20170928,YoungBoy Never Broke Again
Jake Paul - It's Everyday Bro (Song) feat. Team 10 (Official Music Video),2203961,58,20170928,Jake Paul
Kendrick Lamar - LOYALTY. ft. Rihanna,2195347,59,20170928,Kendrick Lamar
Liam Payne - Strip That Down ft. Quavo,2180035,60,20170928,Liam Payne Official
Chris Stapleton - Tennessee Whiskey (Official Audio),2171517,62,20170928,Chris Stapleton
Luke Combs - Hurricane,2091956,63,20170928,Luke Combs
Ozuna - El Farsante (Audio Oficial) | Odisea,2090502,64,20170928,Ozuna
Melanie Martinez - Mad Hatter (Official Music Video),2063256,65,20170928,melanie martinez
Future - Mask Off (Official Music Video),2035304,66,20170928,Future
Imagine Dragons - Believer (Official Music Video),2033894,67,20170928,ImagineDragons
"2 Chainz - It's A Vibe ft. Ty Dolla $ign, Trey Songz, Jhené Aiko (Official Music Video)",1996417,68,20170928,2 Chainz
Kodak Black - Patty Cake [Official Music Video],1981585,69,20170928,Kodak Black
Childish Gambino - Redbone (Official Audio),1974606,70,20170928,Donald Glover
MACKLEMORE FEAT LIL YACHTY - MARMALADE (OFFICIAL MUSIC VIDEO),1956740,71,20170928,Macklemore
Travis Scott - BUTTERFLY EFFECT,1955038,72,20170928,Travis Scott
Russ - Losin Control (Official Video),1926751,73,20170928,Russ
Post Malone - White Iverson,1912152,74,20170928,Post Malone
YFN Lucci - Everyday We Lit feat. PnB Rock [Official Music Video],1892971,75,20170928,YFN Lucci
Chris Brown - Privacy (Official Video),1881024,76,20170928,Chris Brown
Jocelyn Flores,1864376,77,20170928,XXXTENTACION
Mark Ronson - Uptown Funk (Official Video) ft. Bruno Mars,1858199,78,20170928,Mark Ronson
21 Savage - Bank Account (Official Audio),1857525,79,20170928,21 Savage
"GoldLink - Crew ft. Brent Faiyaz, Shy Glizzy",1844154,80,20170928,GoldLink
Sam Hunt - Body Like A Back Road (Official Audio),1835082,81,20170928,Sam Hunt
Christian Nodal - Adiós Amor (Video Oficial),1830411,82,20170928,Christian Nodal
"Calvin Harris - Feels (Official Video) ft. Pharrell Williams, Katy Perry, Big Sean",1802172,83,20170928,Calvin Harris
Da Real Gee Money - Industry | Official Music Video,1790128,84,20170928,TwoneShotThat Exclusive
Quality Control - Too Hotty by Migos featuring Eurielle,1781527,85,20170928,QualityControlVEVO
Blac Youngsta - Booty (I'm Innocent),1770235,86,20170928,HYPE
Lil Xan - Betrayed (Directed by Cole Bennett),1762225,87,20170928,Lyrical Lemonade
Dwayne Johnson - You're Welcome (from Moana/Official Video),1757232,88,20170928,DisneyMusicVEVO
"Nacho, Yandel, Bad Bunny - Báilame (Remix)",1756519,89,20170928,Nacho
Una Lady Como Tú - MTZ Manuel Turizo | Video Oficial,1749384,90,20170928,Manuel Turizo
Auli'i Cravalho - How Far I'll Go (from Moana/Official Video),1718125,91,20170928,DisneyMusicVEVO
Shakira - Perro Fiel (Official Video) ft. Nicky Jam,1717556,92,20170928,Shakira
Kodak Black - No Flockin 2 (Bodak Orange) [Official Music Video],1700680,93,20170928,Kodak Black
FROZEN | Let It Go Sing-along | Official Disney UK,1682945,94,20170928,Disney UK
KYLE - iSpy feat. Lil Yachty [Official Music Video],1672008,95,20170928,SuperDuperKyle
Ed Sheeran - Thinking Out Loud (Official Music Video),1665695,96,20170928,Ed Sheeran
"Tee Grizzley -  ""First Day Out"" [Official Music Video]",1665288,97,20170928,Tee Grizzley
RiceGum - Its EveryNight Sis feat. Alissa Violet (Official Music Video),1652321,98,20170928,RiceGum
Kesha - Praying (Official Video),1647533,99,20170928,kesha
Future - You Da Baddest (Official Music Video) ft. Nicki Minaj,1630257,100,20170928,Future
Cardi B - Bodak Yellow [OFFICIAL MUSIC VIDEO],14832481,1,20171005,Cardi B
Gucci Mane - I Get The Bag feat. Migos [Official Music Video],8253295,2,20171005,Gucci Mane
Danielle Bregoli is BHAD BHABIE “Hi Bich / Whachu Know” (Official Music Video),7377162,3,20171005,Bhad Bhabie
Taylor Swift - Look What You Made Me Do,7175801,4,20171005,Taylor Swift
Yo Gotti - Rake It Up ft. Nicki Minaj,6963785,5,20171005,Yo Gotti
"Logic - 1-800-273-8255 ft. Alessia Cara, Khalid (Official Video)",6349646,6,20171005,Logic
"Lil Pump - ""Gucci Gang"" (Official Audio)",5244426,7,20171005,Lil Pump
Sam Smith - Too Good At Goodbyes,5206922,8,20171005,SAM SMITH
French Montana - Unforgettable ft. Swae Lee,5055943,9,20171005,French Montana
"J Balvin, Willy William - Mi Gente (Official Video)",4956328,10,20171005,J Balvin
"YBN Nahmir ""Rubbin Off The Paint"" (Prod. by Izak) (WSHH Exclusive - Official Music Video)",4901021,11,20171005,WORLDSTARHIPHOP
Luis Fonsi - Despacito ft. Daddy Yankee,4718739,12,20171005,Luis Fonsi
Bank Account,4630111,13,20171005,21 Savage
TAY-K x THE RACE #FREETAYK,4500800,14,20171005,ALL BUT 6
Khalid - Young Dumb & Broke (Official Video),4357603,15,20171005,Khalid
Post Malone - Congratulations ft. Quavo,4336427,16,20171005,Post Malone
Logic - 1-800-273-8255 ft. Alessia Cara & Khalid (Official Audio),4318428,17,20171005,Visionary Music Group
Kodak Black - Transportin’ [Official Music Video],4105164,18,20171005,Kodak Black
SZA - The Weekend (Official Audio),3904611,19,20171005,SZA
"DJ Khaled - Wild Thoughts (Official Video) ft. Rihanna, Bryson Tiller",3860130,20,20171005,DJ Khaled
"DJ Khaled - I'm The One ft. Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",3811613,21,20171005,DJ Khaled
Bruno Mars - That’s What I Like [Official Music Video],3698714,22,20171005,Bruno Mars
Lil Uzi Vert - XO Tour Llif3 (Official Music Video),3636301,23,20171005,LIL UZI VERT
Demi Lovato - Sorry Not Sorry (Official Video),3380785,24,20171005,Demi Lovato
Pills & Automobiles (Official Video),3352122,25,20171005,Chris Brown
Luke Combs - When It Rains It Pours,3202982,26,20171005,Luke Combs
Migos - Slippery feat. Gucci Mane [Official Video],3163575,27,20171005,Migos ATL
Ayo & Teo - Rolex (Official Video),3141093,28,20171005,Ayo & Teo
Dua Lipa - New Rules (Official Music Video),3044266,29,20171005,Dua Lipa
Migos - Bad and Boujee ft Lil Uzi Vert [Official Video],3033185,30,20171005,Migos ATL
Kevin Gates - Imagine That [Official Music Video],3009378,31,20171005,kevingatesTV
Kane Brown - What Ifs ft. Lauren Alaina,2969092,32,20171005,Kane Brown
YoungBoy Never Broke Again - No Smoke [Official Music Video],2896326,33,20171005,YoungBoy Never Broke Again
21 Savage - Bank Account (Official Audio),2834259,34,20171005,21 Savage
Kendrick Lamar - HUMBLE.,2823895,35,20171005,Kendrick Lamar
Ed Sheeran - Shape of You (Official Music Video),2805935,36,20171005,Ed Sheeran
Imagine Dragons - Thunder,2770861,37,20171005,ImagineDragons
Brett Young - In Case You Didn't Know (Official Music Video),2749246,38,20171005,Brett Young
Justin Bieber – Despacito (Lyrics) 🎤 ft. Luis Fonsi & Daddy Yankee [Pop],2700556,39,20171005,Taz Network
Tom Petty - Free Fallin',2642544,40,20171005,Tom Petty & The Heartbreakers
Khalid - Location (Official Video),2628899,41,20171005,Khalid
"Becky G, Bad Bunny - Mayores (Official Video)",2620228,42,20171005,Becky G
Natti Natasha ❌ Ozuna - Criminal [Official Video],2608770,43,20171005,NATTI NATASHA 
"Danielle Bregoli is BHAD BHABIE - ""These Heaux"" (Official Music VIdeo)",2499082,44,20171005,Bhad Bhabie
"Farruko, Bad Bunny, Rvssian - Krippy Kush (Official Video)",2478251,45,20171005,Farru
Malu Trevejo - Luna Llena (Official Video),2469100,46,20171005,Malu Trevejo
ZAYN - Dusk Till Dawn (Official Video) ft. Sia,2457391,47,20171005,zayn
FULL SONG: The Fall Of Jake Paul (Official Video) FEAT. Why Don't We,2437326,49,20171005,Logan Paul
Wisin - Escápate Conmigo (Official Video) ft. Ozuna,2332745,51,20171005,Wisin
Maluma - Felices los 4 (Official Video),2310241,52,20171005,Maluma
Calibre 50 - Corrido De Juanito,2281978,54,20171005,Calibre50
THE ACE FAMILY - YOU'RE MY ACE ( OFFICIAL MUSIC VIDEO ),2227331,55,20171005,The ACE Family
YoungBoy Never Broke Again - Untouchable [Official Music Video],2197244,56,20171005,YoungBoy Never Broke Again
Post Malone - White Iverson,2126928,58,20171005,Post Malone
Kendrick Lamar - LOYALTY. ft. Rihanna,2122637,59,20171005,Kendrick Lamar
Childish Gambino - Redbone (Official Audio),2117115,60,20171005,Donald Glover
Chris Stapleton - Tennessee Whiskey (Official Audio),2116536,61,20171005,Chris Stapleton
Ozuna - El Farsante (Audio Oficial) | Odisea,2113281,62,20171005,Ozuna
"J Balvin, Willy William - Mi Gente ft. Beyoncé",2103410,63,20171005,J Balvin
"2 Chainz - It's A Vibe ft. Ty Dolla $ign, Trey Songz, Jhené Aiko (Official Music Video)",2082589,64,20171005,2 Chainz
Travis Scott - BUTTERFLY EFFECT,2072080,65,20171005,Travis Scott
Jake Paul - It's Everyday Bro (Song) feat. Team 10 (Official Music Video),2052393,66,20171005,Jake Paul
Imagine Dragons - Believer (Official Music Video),2034720,67,20171005,ImagineDragons
Charlie Puth - Attention [Official Video],2030060,68,20171005,Charlie Puth
Logan Paul - Help Me Help You ft. Why Don't We [Official Video],2025518,69,20171005,TheOfficialLoganPaul
Katy Perry - Swish Swish (Official) ft. Nicki Minaj,2019753,70,20171005,Katy Perry
Liam Payne - Strip That Down ft. Quavo,2014989,71,20171005,Liam Payne Official
Future - Mask Off (Official Music Video),1996183,72,20171005,Future
Luke Combs - Hurricane,1988656,73,20171005,Luke Combs
Daddy Yankee & Bad Bunny - Vuelve (Official Video),1978962,74,20171005,Daddy Yankee
Christian Nodal - Adiós Amor (Video Oficial),1968687,75,20171005,Christian Nodal
Travis Scott - goosebumps ft. Kendrick Lamar,1952900,76,20171005,Travis Scott
Russ - Losin Control (Official Video),1934857,77,20171005,Russ
Camila Cabello - Havana (Audio) ft. Young Thug,1931852,78,20171005,Camila Cabello
Lil Xan - Betrayed (Directed by Cole Bennett),1900305,80,20171005,Lyrical Lemonade
Mark Ronson - Uptown Funk (Official Video) ft. Bruno Mars,1892751,81,20171005,Mark Ronson
Tom Petty - You Don't Know How It Feels [Official Music Video],1881383,82,20171005,Tom Petty & The Heartbreakers
"Tee Grizzley -  ""First Day Out"" [Official Music Video]",1876697,83,20171005,Tee Grizzley
Chris Brown - Privacy (Official Video),1852724,84,20171005,Chris Brown
"GoldLink - Crew ft. Brent Faiyaz, Shy Glizzy",1840904,85,20171005,GoldLink
Ed Sheeran - Perfect [Official Lyric Video],1839909,86,20171005,Ed Sheeran
Martinez Twins - Fake Friends (Official Music Video),1834866,87,20171005,Martinez Twins
Sam Hunt - Body Like A Back Road (Official Audio),1799824,88,20171005,Sam Hunt
Dwayne Johnson - You're Welcome (from Moana/Official Video),1797396,89,20171005,DisneyMusicVEVO
Auli'i Cravalho - How Far I'll Go (from Moana/Official Video),1794870,90,20171005,DisneyMusicVEVO
"Nacho, Yandel, Bad Bunny - Báilame (Remix)",1791695,91,20171005,Nacho
YFN Lucci - Everyday We Lit feat. PnB Rock [Official Music Video],1784952,92,20171005,YFN Lucci
FROZEN | Let It Go Sing-along | Official Disney UK,1780469,93,20171005,Disney UK
MACKLEMORE FEAT LIL YACHTY - MARMALADE (OFFICIAL MUSIC VIDEO),1762343,94,20171005,Macklemore
Blac Youngsta - Booty (I'm Innocent),1758062,95,20171005,HYPE
RiceGum - Its EveryNight Sis feat. Alissa Violet (Official Music Video),1750176,96,20171005,RiceGum
Kodak Black - Patty Cake [Official Music Video],1743440,98,20171005,Kodak Black
Una Lady Como Tú - MTZ Manuel Turizo | Video Oficial,1726957,99,20171005,Manuel Turizo
Shakira - Perro Fiel (Official Video) ft. Nicky Jam,1695467,100,20171005,Shakira
Eminem Rips Donald Trump In BET Hip Hop Awards Freestyle Cypher,15087489,1,20171012,BETNetworks
Cardi B - Bodak Yellow [OFFICIAL MUSIC VIDEO],14368669,2,20171012,Cardi B
Gucci Mane - I Get The Bag feat. Migos [Official Music Video],8072920,3,20171012,Gucci Mane
Taylor Swift - Look What You Made Me Do,6740306,4,20171012,Taylor Swift
Yo Gotti - Rake It Up ft. Nicki Minaj,6710851,5,20171012,Yo Gotti
"Logic - 1-800-273-8255 ft. Alessia Cara, Khalid (Official Video)",6549974,6,20171012,Logic
RiceGum - Frick Da Police (Official Music Video),6458380,7,20171012,RiceGum
Sam Smith - Too Good At Goodbyes,5746230,8,20171012,SAM SMITH
"Lil Pump - ""Gucci Gang"" (Official Audio)",5676940,9,20171012,Lil Pump
"YBN Nahmir ""Rubbin Off The Paint"" (Prod. by Izak) (WSHH Exclusive - Official Music Video)",4959506,10,20171012,WORLDSTARHIPHOP
French Montana - Unforgettable ft. Swae Lee,4918338,11,20171012,French Montana
"J Balvin, Willy William - Mi Gente (Official Video)",4816342,12,20171012,J Balvin
Luis Fonsi - Despacito ft. Daddy Yankee,4501544,13,20171012,Luis Fonsi
Khalid - Young Dumb & Broke (Official Video),4424733,14,20171012,Khalid
Post Malone - Congratulations ft. Quavo,4401879,15,20171012,Post Malone
TAY-K x THE RACE #FREETAYK,4257676,16,20171012,ALL BUT 6
Logic - 1-800-273-8255 ft. Alessia Cara & Khalid (Official Audio),3997187,17,20171012,Visionary Music Group
Bank Account,3905875,18,20171012,21 Savage
"DJ Khaled - I'm The One ft. Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",3771059,19,20171012,DJ Khaled
Bruno Mars - That’s What I Like [Official Music Video],3653754,20,20171012,Bruno Mars
SZA - The Weekend (Official Audio),3641779,21,20171012,SZA
Pills & Automobiles (Official Video),3575934,22,20171012,Chris Brown
Kodak Black - Transportin’ [Official Music Video],3533813,23,20171012,Kodak Black
"DJ Khaled - Wild Thoughts (Official Video) ft. Rihanna, Bryson Tiller",3499211,24,20171012,DJ Khaled
Demi Lovato - Sorry Not Sorry (Official Video),3457155,25,20171012,Demi Lovato
21 Savage - Bank Account (Official Audio),3455952,26,20171012,21 Savage
Calibre 50 - Corrido De Juanito,3411607,27,20171012,Calibre50
Dua Lipa - New Rules (Official Music Video),3393350,28,20171012,Dua Lipa
Ayo & Teo - Rolex (Official Video),3313822,31,20171012,Ayo & Teo
Luke Combs - When It Rains It Pours,3294114,32,20171012,Luke Combs
Lil Uzi Vert - XO Tour Llif3 (Official Music Video),3268254,33,20171012,LIL UZI VERT
Kane Brown - What Ifs ft. Lauren Alaina,3197937,34,20171012,Kane Brown
Migos - Bad and Boujee ft Lil Uzi Vert [Official Video],3193392,35,20171012,Migos ATL
Ed Sheeran - Perfect [Official Lyric Video],3153196,36,20171012,Ed Sheeran
Migos - Slippery feat. Gucci Mane [Official Video],3025534,37,20171012,Migos ATL
Imagine Dragons - Thunder,2928433,38,20171012,ImagineDragons
YoungBoy Never Broke Again - No Smoke [Official Music Video],2826043,40,20171012,YoungBoy Never Broke Again
Danielle Bregoli is BHAD BHABIE “Hi Bich / Whachu Know” (Official Music Video),2825390,41,20171012,Bhad Bhabie
Natti Natasha ❌ Ozuna - Criminal [Official Video],2797862,42,20171012,NATTI NATASHA 
Brett Young - In Case You Didn't Know (Official Music Video),2781948,43,20171012,Brett Young
"Becky G, Bad Bunny - Mayores (Official Video)",2703687,44,20171012,Becky G
Kendrick Lamar - HUMBLE.,2693302,45,20171012,Kendrick Lamar
Ed Sheeran - Shape of You (Official Music Video),2651240,46,20171012,Ed Sheeran
Kevin Gates - Imagine That [Official Music Video],2614929,47,20171012,kevingatesTV
Justin Bieber – Despacito (Lyrics) 🎤 ft. Luis Fonsi & Daddy Yankee [Pop],2605356,48,20171012,Taz Network
Khalid - Location (Official Video),2547896,49,20171012,Khalid
Daddy Yankee & Bad Bunny - Vuelve (Official Video),2510226,50,20171012,Daddy Yankee
Young Thug - Relationship (feat. Future) [Official Music Video],2508494,51,20171012,Young Thug
FULL SONG: The Fall Of Jake Paul (Official Video) FEAT. Why Don't We,2448292,52,20171012,Logan Paul
ZAYN - Dusk Till Dawn (Official Video) ft. Sia,2412553,54,20171012,zayn
Camila Cabello - Havana (Audio) ft. Young Thug,2397907,55,20171012,Camila Cabello
Post Malone - White Iverson,2388057,56,20171012,Post Malone
Wisin - Escápate Conmigo (Official Video) ft. Ozuna,2369380,57,20171012,Wisin
Maluma - Felices los 4 (Official Video),2348339,58,20171012,Maluma
"Farruko, Bad Bunny, Rvssian - Krippy Kush (Official Video)",2332410,59,20171012,Farru
"Tee Grizzley -  ""First Day Out"" [Official Music Video]",2146935,61,20171012,Tee Grizzley
Chris Stapleton - Tennessee Whiskey (Official Audio),2134250,62,20171012,Chris Stapleton
Logan Paul - Help Me Help You ft. Why Don't We [Official Video],2085511,63,20171012,TheOfficialLoganPaul
Jake Paul - It's Everyday Bro (Song) feat. Team 10 (Official Music Video),2078341,64,20171012,Jake Paul
Luke Combs - Hurricane,2066641,65,20171012,Luke Combs
Lil Xan - Betrayed (Directed by Cole Bennett),2065529,66,20171012,Lyrical Lemonade
Youngboy Never Broke Again - Pour One (Official Audio),2054723,67,20171012,YoungBoy Never Broke Again
Travis Scott - goosebumps ft. Kendrick Lamar,2045163,68,20171012,Travis Scott
Charlie Puth - Attention [Official Video],2041352,69,20171012,Charlie Puth
Imagine Dragons - Believer (Official Music Video),2030096,70,20171012,ImagineDragons
Liam Payne - Strip That Down ft. Quavo,2019830,71,20171012,Liam Payne Official
Ozuna - El Farsante (Audio Oficial) | Odisea,2013650,73,20171012,Ozuna
Christian Nodal - Adiós Amor (Video Oficial),2013206,74,20171012,Christian Nodal
Kendrick Lamar - LOYALTY. ft. Rihanna,2010511,75,20171012,Kendrick Lamar
YoungBoy Never Broke Again - Untouchable [Official Music Video],2010176,76,20171012,YoungBoy Never Broke Again
Lin-Manuel Miranda - Almost Like Praying (feat. Artists for Puerto Rico) [Official Video],2000008,77,20171012,Atlantic Records
A Boogie Wit Da Hoodie - Drowning [Official Music Video],1998760,78,20171012,A Boogie Wit da Hoodie
Future - Mask Off (Official Music Video),1993744,79,20171012,Future
Travis Scott - BUTTERFLY EFFECT,1978007,81,20171012,Travis Scott
"2 Chainz - It's A Vibe ft. Ty Dolla $ign, Trey Songz, Jhené Aiko (Official Music Video)",1972137,82,20171012,2 Chainz
Katy Perry - Swish Swish (Official) ft. Nicki Minaj,1962204,83,20171012,Katy Perry
Dwarf Problems (Official Music Video),1940274,84,20171012,Dwarf Mamba
Russ - Losin Control (Official Video),1920083,85,20171012,Russ
"GoldLink - Crew ft. Brent Faiyaz, Shy Glizzy",1909430,86,20171012,GoldLink
Mark Ronson - Uptown Funk (Official Video) ft. Bruno Mars,1882952,87,20171012,Mark Ronson
FROZEN | Let It Go Sing-along | Official Disney UK,1870162,88,20171012,Disney UK
TAKIN MY BABY! *OFFICIAL SONG* (ALEX WASSABI + LAURDIY),1857003,89,20171012,Wassabi
Childish Gambino - Redbone (Official Audio),1853034,90,20171012,Donald Glover
Dwayne Johnson - You're Welcome (from Moana/Official Video),1823802,91,20171012,DisneyMusicVEVO
Auli'i Cravalho - How Far I'll Go (from Moana/Official Video),1817794,92,20171012,DisneyMusicVEVO
Chris Brown - Privacy (Official Video),1804420,93,20171012,Chris Brown
Andra Day - Strange Fruit [Official Music Video],1804020,94,20171012,Andra Day
Post Malone - Go Flex,1794543,95,20171012,Post Malone
Blac Youngsta - Booty (I'm Innocent),1780431,96,20171012,HYPE
JoJo Siwa - BOOMERANG (Official Video),1751571,97,20171012,XOMG POP!
MACKLEMORE FEAT LIL YACHTY - MARMALADE (OFFICIAL MUSIC VIDEO),1751249,98,20171012,Macklemore
KYLE - iSpy feat. Lil Yachty [Official Music Video],1741053,99,20171012,SuperDuperKyle
YFN Lucci - Everyday We Lit feat. PnB Rock [Official Music Video],1728497,100,20171012,YFN Lucci
Cardi B - Bodak Yellow [OFFICIAL MUSIC VIDEO],12664637,1,20171019,Cardi B
Gucci Mane - I Get The Bag feat. Migos [Official Music Video],8166981,2,20171019,Gucci Mane
Logan Paul - Outta My Hair [Official Music Video],7875097,3,20171019,Logan Paul
"Lil Pump - ""Gucci Gang"" (Official Audio)",6221166,4,20171019,Lil Pump
Yo Gotti - Rake It Up ft. Nicki Minaj,6127496,5,20171019,Yo Gotti
"Logic - 1-800-273-8255 ft. Alessia Cara, Khalid (Official Video)",5970739,6,20171019,Logic
Taylor Swift - Look What You Made Me Do,5873643,7,20171019,Taylor Swift
Sam Smith - Too Good At Goodbyes,5642081,8,20171019,SAM SMITH
"YBN Nahmir ""Rubbin Off The Paint"" (Prod. by Izak) (WSHH Exclusive - Official Music Video)",4917868,9,20171019,WORLDSTARHIPHOP
"J Balvin, Willy William - Mi Gente (Official Video)",4822511,10,20171019,J Balvin
French Montana - Unforgettable ft. Swae Lee,4652256,11,20171019,French Montana
Luis Fonsi - Despacito ft. Daddy Yankee,4398615,12,20171019,Luis Fonsi
Post Malone - Congratulations ft. Quavo,4389914,13,20171019,Post Malone
Khalid - Young Dumb & Broke (Official Video),4382928,14,20171019,Khalid
21 Savage - Nothin New (Official Music Video),4272648,15,20171019,21 Savage
21 Savage - Bank Account (Official Audio),3988484,16,20171019,21 Savage
Logic - 1-800-273-8255 ft. Alessia Cara & Khalid (Official Audio),3819419,18,20171019,Visionary Music Group
Pills & Automobiles (Official Video),3785226,19,20171019,Chris Brown
Dua Lipa - New Rules (Official Music Video),3762602,20,20171019,Dua Lipa
TAY-K x THE RACE #FREETAYK,3659492,21,20171019,ALL BUT 6
RiceGum - Frick Da Police (Official Music Video),3626621,22,20171019,RiceGum
Bruno Mars - That’s What I Like [Official Music Video],3550571,23,20171019,Bruno Mars
SZA - The Weekend (Official Audio),3505212,24,20171019,SZA
"DJ Khaled - I'm The One ft. Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",3466657,25,20171019,DJ Khaled
Ed Sheeran - Perfect [Official Lyric Video],3465640,26,20171019,Ed Sheeran
Demi Lovato - Sorry Not Sorry (Official Video),3408235,27,20171019,Demi Lovato
Ayo & Teo - Rolex (Official Video),3392290,28,20171019,Ayo & Teo
Luke Combs - When It Rains It Pours,3307130,29,20171019,Luke Combs
Kane Brown - What Ifs ft. Lauren Alaina,3271623,30,20171019,Kane Brown
"Becky G, Bad Bunny - Mayores (Official Video)",3235254,31,20171019,Becky G
Migos - Bad and Boujee ft Lil Uzi Vert [Official Video],3212236,32,20171019,Migos ATL
"DJ Khaled - Wild Thoughts (Official Video) ft. Rihanna, Bryson Tiller",3185008,33,20171019,DJ Khaled
Natti Natasha ❌ Ozuna - Criminal [Official Video],3167613,34,20171019,NATTI NATASHA 
Imagine Dragons - Thunder,3127183,35,20171019,ImagineDragons
Camila Cabello - Havana (Audio) ft. Young Thug,3119501,36,20171019,Camila Cabello
Kodak Black - Transportin’ [Official Music Video],3049451,37,20171019,Kodak Black
Lil Uzi Vert - XO Tour Llif3 (Official Music Video),3022609,38,20171019,LIL UZI VERT
